AC149475.2_FG005
AC149818.2_FG008
AC155434.2_FG006
AC187157.4_FG001
AC187157.4_FG005
AC192244.3_FG001
AC197575.3_FG008
AC198366.3_FG004
AC198403.3_FG001
AC199782.5_FG003
AC201832.3_FG006
AC207722.2_FG009
AC208915.3_FG010
AC209636.2_FG003
AC209819.3_FG009
AC210949.4_FG003
AC211504.4_FG003
AC212859.3_FG007
AC213524.3_FG003
AC214791.2_FG002
AC215811.3_FG003
AC217050.4_FG006
AC217051.3_FG006
AC217264.3_FG005
AC226373.2_FG010
AC233751.1_FG002
AC233870.1_FG003
AC233888.1_FG002
AC233912.1_FG001
AC233922.1_FG008
AC233935.1_FG005
AC233961.1_FG001
AC234164.1_FG004
AC235534.1_FG007
GRMZM2G000052
GRMZM2G000483
GRMZM2G000489
GRMZM2G000520
GRMZM2G000601
GRMZM2G000686
GRMZM2G000703
GRMZM2G001048
GRMZM2G001139
GRMZM2G001289
GRMZM2G001426
GRMZM2G002010
GRMZM2G002075
GRMZM2G002220
GRMZM2G003509
GRMZM2G003514
GRMZM2G003944
GRMZM2G004090
GRMZM2G004334
GRMZM2G004483
GRMZM2G004641
GRMZM2G004703
GRMZM2G004957
GRMZM2G005126
GRMZM2G005155
GRMZM2G005301
GRMZM2G005459
GRMZM2G005557
GRMZM2G005732
GRMZM2G006207
GRMZM2G006716
GRMZM2G006765
GRMZM2G007734
GRMZM2G008123
GRMZM2G008166
GRMZM2G008234
GRMZM2G008765
GRMZM2G008898
GRMZM2G009189
GRMZM2G009265
GRMZM2G009406
GRMZM2G010290
GRMZM2G010505
GRMZM2G010884
GRMZM2G011357
GRMZM2G011473
GRMZM2G011588
GRMZM2G011742
GRMZM2G011789
GRMZM2G012391
GRMZM2G012546
GRMZM2G012601
GRMZM2G012654
GRMZM2G012717
GRMZM2G012761
GRMZM2G012958
GRMZM2G013016
GRMZM2G013398
GRMZM2G013478
GRMZM2G013617
GRMZM2G013619
GRMZM2G013657
GRMZM2G013794
GRMZM2G013936
GRMZM2G014066
GRMZM2G014902
GRMZM2G015080
GRMZM2G015384
GRMZM2G015861
GRMZM2G015875
GRMZM2G016605
GRMZM2G016756
GRMZM2G017016
GRMZM2G017087
GRMZM2G017349
GRMZM2G017470
GRMZM2G018336
GRMZM2G018472
GRMZM2G018485
GRMZM2G018589
GRMZM2G018627
GRMZM2G019335
GRMZM2G019666
GRMZM2G019686
GRMZM2G019863
GRMZM2G019879
GRMZM2G019993
GRMZM2G020081
GRMZM2G020291
GRMZM2G021044
GRMZM2G021416
GRMZM2G021471
GRMZM2G021560
GRMZM2G021573
GRMZM2G021614
GRMZM2G021642
GRMZM2G021777
GRMZM2G022162
GRMZM2G022359
GRMZM2G023444
GRMZM2G023872
GRMZM2G024739
GRMZM2G024948
GRMZM2G024973
GRMZM2G025054
GRMZM2G025598
GRMZM2G025646
GRMZM2G025924
GRMZM2G025992
GRMZM2G026643
GRMZM2G026833
GRMZM2G027075
GRMZM2G027253
GRMZM2G027750
GRMZM2G027995
GRMZM2G028054
GRMZM2G028151
GRMZM2G028969
GRMZM2G029107
GRMZM2G029850
GRMZM2G030013
GRMZM2G030169
GRMZM2G030529
GRMZM2G030744
GRMZM2G030762
GRMZM2G031447
GRMZM2G032339
GRMZM2G032423
GRMZM2G032619
GRMZM2G032694
GRMZM2G032711
GRMZM2G032905
GRMZM2G033694
GRMZM2G033885
GRMZM2G033962
GRMZM2G034152
GRMZM2G034288
GRMZM2G034638
GRMZM2G035341
GRMZM2G035994
GRMZM2G036297
GRMZM2G036880
GRMZM2G037286
GRMZM2G037478
GRMZM2G037792
GRMZM2G038152
GRMZM2G038284
GRMZM2G038303
GRMZM2G038519
GRMZM2G038783
GRMZM2G039996
GRMZM2G040278
GRMZM2G040320
GRMZM2G040349
GRMZM2G041839
GRMZM2G041991
GRMZM2G042198
GRMZM2G042231
GRMZM2G042756
GRMZM2G042920
GRMZM2G043484
GRMZM2G043955
GRMZM2G044301
GRMZM2G044963
GRMZM2G045005
GRMZM2G045275
GRMZM2G045319
GRMZM2G045678
GRMZM2G046021
GRMZM2G046443
GRMZM2G046861
GRMZM2G046885
GRMZM2G047055
GRMZM2G047590
GRMZM2G047684
GRMZM2G047855
GRMZM2G047918
GRMZM2G048494
GRMZM2G048621
GRMZM2G049549
GRMZM2G049661
GRMZM2G051101
GRMZM2G051338
GRMZM2G051785
GRMZM2G051790
GRMZM2G052045
GRMZM2G052499
GRMZM2G052701
GRMZM2G052821
GRMZM2G052890
GRMZM2G053027
GRMZM2G053284
GRMZM2G053299
GRMZM2G053803
GRMZM2G054380
GRMZM2G055018
GRMZM2G055116
GRMZM2G055263
GRMZM2G055520
GRMZM2G055538
GRMZM2G055782
GRMZM2G055905
GRMZM2G056186
GRMZM2G057150
GRMZM2G057281
GRMZM2G057408
GRMZM2G057466
GRMZM2G057743
GRMZM2G057935
GRMZM2G058158
GRMZM2G058292
GRMZM2G058522
GRMZM2G058573
GRMZM2G058588
GRMZM2G058745
GRMZM2G059102
GRMZM2G059358
GRMZM2G059939
GRMZM2G059958
GRMZM2G060265
GRMZM2G060444
GRMZM2G060464
GRMZM2G060485
GRMZM2G060919
GRMZM2G061292
GRMZM2G061499
GRMZM2G061515
GRMZM2G061602
GRMZM2G061624
GRMZM2G061734
GRMZM2G061758
GRMZM2G062019
GRMZM2G062052
GRMZM2G062458
GRMZM2G062541
GRMZM2G064426
GRMZM2G064466
GRMZM2G065276
GRMZM2G065374
GRMZM2G065451
GRMZM2G065471
GRMZM2G065538
GRMZM2G066638
GRMZM2G067019
GRMZM2G067511
GRMZM2G067624
GRMZM2G067702
GRMZM2G067915
GRMZM2G067921
GRMZM2G067985
GRMZM2G069018
GRMZM2G069082
GRMZM2G069126
GRMZM2G069146
GRMZM2G069454
GRMZM2G070038
GRMZM2G070523
GRMZM2G070553
GRMZM2G071217
GRMZM2G071343
GRMZM2G071620
GRMZM2G072052
GRMZM2G072107
GRMZM2G072280
GRMZM2G072506
GRMZM2G072582
GRMZM2G072926
GRMZM2G073047
GRMZM2G073982
GRMZM2G074094
GRMZM2G074351
GRMZM2G074438
GRMZM2G074645
GRMZM2G074773
GRMZM2G074908
GRMZM2G075039
GRMZM2G075064
GRMZM2G075081
GRMZM2G075124
GRMZM2G075215
GRMZM2G075562
GRMZM2G075628
GRMZM2G075683
GRMZM2G076272
GRMZM2G076415
GRMZM2G076602
GRMZM2G076705
GRMZM2G077124
GRMZM2G077755
GRMZM2G078033
GRMZM2G078077
GRMZM2G078592
GRMZM2G078641
GRMZM2G078691
GRMZM2G078798 
GRMZM2G079470
GRMZM2G079727
GRMZM2G079904
GRMZM2G080054
GRMZM2G080168
GRMZM2G081075
GRMZM2G081127
GRMZM2G081515
GRMZM2G081812
GRMZM2G082227
GRMZM2G082387
GRMZM2G082484
GRMZM2G082490
GRMZM2G082959
GRMZM2G083411
GRMZM2G083504
GRMZM2G083689
GRMZM2G083964
GRMZM2G084540
GRMZM2G084547
GRMZM2G084791
GRMZM2G085266
GRMZM2G085547
GRMZM2G086088
GRMZM2G086573
GRMZM2G087095
GRMZM2G087804
GRMZM2G088487
GRMZM2G088653
GRMZM2G088736
GRMZM2G089159
GRMZM2G089638
GRMZM2G089812
GRMZM2G089850
GRMZM2G089876
GRMZM2G089949
GRMZM2G090156
GRMZM2G090217
GRMZM2G091155
GRMZM2G091265
GRMZM2G091276
GRMZM2G091433
GRMZM2G091449
GRMZM2G091656
GRMZM2G091964
GRMZM2G092008
GRMZM2G092091
GRMZM2G092174
GRMZM2G092214
GRMZM2G092311
GRMZM2G092363
GRMZM2G092427
GRMZM2G093725
GRMZM2G093789
GRMZM2G093895
GRMZM2G095299
GRMZM2G095382
GRMZM2G095598
GRMZM2G095727
GRMZM2G096016
GRMZM2G096610
GRMZM2G096972
GRMZM2G097059
GRMZM2G097182
GRMZM2G097275
GRMZM2G097726
GRMZM2G098208
GRMZM2G098443
GRMZM2G098557
GRMZM2G098800
GRMZM2G098813
GRMZM2G099319
GRMZM2G099334
GRMZM2G099461
GRMZM2G099522
GRMZM2G099797
GRMZM2G100318
GRMZM2G101350
GRMZM2G101499
GRMZM2G101511
GRMZM2G101852
GRMZM2G102059
GRMZM2G102161
GRMZM2G102471
GRMZM2G102499
GRMZM2G102829
GRMZM2G103101
GRMZM2G103666
GRMZM2G103897
GRMZM2G103909
GRMZM2G104017
GRMZM2G104141
GRMZM2G104262
GRMZM2G104342
GRMZM2G104396
GRMZM2G104549
GRMZM2G104920
GRMZM2G105137
GRMZM2G105317
GRMZM2G105518
GRMZM2G105869
GRMZM2G106099
GRMZM2G106363
GRMZM2G106424
GRMZM2G106548
GRMZM2G106766
GRMZM2G106798
GRMZM2G106903
GRMZM2G106928
GRMZM2G107031
GRMZM2G107101
GRMZM2G107109
GRMZM2G107395
GRMZM2G107588
GRMZM2G107756
GRMZM2G107886
GRMZM2G107945
GRMZM2G108016
GRMZM2G108589
GRMZM2G109252
GRMZM2G109354
GRMZM2G109987
GRMZM2G110153
GRMZM2G110378
GRMZM2G111504
GRMZM2G111593
GRMZM2G113127
GRMZM2G113244
GRMZM2G113396
GRMZM2G113888
GRMZM2G114137
GRMZM2G114672
GRMZM2G114680
GRMZM2G114998
GRMZM2G115070
GRMZM2G115628
GRMZM2G115960
GRMZM2G116376
GRMZM2G116658
GRMZM2G117057
GRMZM2G117100
GRMZM2G117412
GRMZM2G117458
GRMZM2G117582
GRMZM2G118063
GRMZM2G118205
GRMZM2G119146
GRMZM2G119357
GRMZM2G120619
GRMZM2G120973
GRMZM2G121096
GRMZM2G122897
GRMZM2G123140
GRMZM2G123900
GRMZM2G124011
GRMZM2G124037
GRMZM2G124229
GRMZM2G124421
GRMZM2G124524
GRMZM2G124532
GRMZM2G124663
GRMZM2G124915
GRMZM2G125095
GRMZM2G125342
GRMZM2G125432
GRMZM2G125893
GRMZM2G125976
GRMZM2G126010
GRMZM2G126018
GRMZM2G126120
GRMZM2G126190
GRMZM2G126253
GRMZM2G126552
GRMZM2G126646
GRMZM2G126795
GRMZM2G126827
GRMZM2G126834
GRMZM2G127121
GRMZM2G128809
GRMZM2G128953
GRMZM2G129034
GRMZM2G129154
GRMZM2G129247
GRMZM2G129889
GRMZM2G130095
GRMZM2G130382
GRMZM2G130442
GRMZM2G130724
GRMZM2G131489
GRMZM2G131516
GRMZM2G131897
GRMZM2G132759
GRMZM2G132868
