AC149475.2_FG005
GRMZM2G132880
GRMZM2G133168
GRMZM2G133169
GRMZM2G133555
GRMZM2G133646
GRMZM2G134284
GRMZM2G134671
GRMZM2G134797
GRMZM2G134941
GRMZM2G135018
GRMZM2G135052
GRMZM2G135446
GRMZM2G135790
GRMZM2G137046
GRMZM2G137341
GRMZM2G137358
GRMZM2G137387
GRMZM2G137502
GRMZM2G137510
GRMZM2G137541
GRMZM2G137965
GRMZM2G138178
GRMZM2G138421
GRMZM2G138455
GRMZM2G138750
GRMZM2G139073
GRMZM2G139082
GRMZM2G139688
GRMZM2G139710
GRMZM2G139740
GRMZM2G140085
GRMZM2G140094
GRMZM2G140355
GRMZM2G140524
GRMZM2G140545
GRMZM2G140577
GRMZM2G140594
GRMZM2G140694
GRMZM2G141219
GRMZM2G141638
GRMZM2G141756
GRMZM2G141903
GRMZM2G142168
GRMZM2G142718
GRMZM2G142751
GRMZM2G142999
GRMZM2G143433
GRMZM2G143568
GRMZM2G143602
GRMZM2G144172
GRMZM2G144275
GRMZM2G144346
GRMZM2G144744
GRMZM2G145041
GRMZM2G145058
GRMZM2G145213
GRMZM2G145556
GRMZM2G145579
GRMZM2G145690
GRMZM2G146018
GRMZM2G146286
GRMZM2G146354
GRMZM2G146688
GRMZM2G146720
GRMZM2G147241
GRMZM2G147619
GRMZM2G147712
GRMZM2G147716
GRMZM2G147800
GRMZM2G148098
GRMZM2G148216
GRMZM2G148220
GRMZM2G148453
GRMZM2G148467
GRMZM2G148693
GRMZM2G148772
GRMZM2G148924
GRMZM2G149428
GRMZM2G149786
GRMZM2G149923
GRMZM2G150248
GRMZM2G150932
GRMZM2G151873
GRMZM2G152328
GRMZM2G152432
GRMZM2G152688
GRMZM2G152689
GRMZM2G152822
GRMZM2G152862
GRMZM2G153184
GRMZM2G153250
GRMZM2G153799
GRMZM2G153823
GRMZM2G154580
GRMZM2G154641
GRMZM2G155216
GRMZM2G155375
GRMZM2G156079
GRMZM2G156388
GRMZM2G156517
GRMZM2G156621
GRMZM2G156692
GRMZM2G156756
GRMZM2G156827
GRMZM2G156910
GRMZM2G157605
GRMZM2G157722
GRMZM2G157727
GRMZM2G158662
GRMZM2G158809
GRMZM2G158884
GRMZM2G159134
GRMZM2G159397
GRMZM2G159592
GRMZM2G159996
GRMZM2G160268
GRMZM2G160273
GRMZM2G160316
GRMZM2G160565
GRMZM2G160687
GRMZM2G160702
GRMZM2G160730
GRMZM2G160917
GRMZM2G161009
GRMZM2G161435
GRMZM2G161512
GRMZM2G161611
GRMZM2G161666
GRMZM2G161680
GRMZM2G161913
GRMZM2G162413
GRMZM2G162637
GRMZM2G162737
GRMZM2G162749
GRMZM2G163761
GRMZM2G163813
GRMZM2G164454
GRMZM2G165011
GRMZM2G165042
GRMZM2G165090
GRMZM2G165098
GRMZM2G165209
GRMZM2G165488
GRMZM2G165511
GRMZM2G166089
GRMZM2G166162
GRMZM2G166694
GRMZM2G167088
GRMZM2G167216
GRMZM2G167560
GRMZM2G167576
GRMZM2G168079
GRMZM2G168229
GRMZM2G169270
GRMZM2G169654
GRMZM2G169884
GRMZM2G169890
GRMZM2G169927
GRMZM2G170148
GRMZM2G170322
GRMZM2G170412
GRMZM2G170934
GRMZM2G171163
GRMZM2G171365
GRMZM2G171373
GRMZM2G171660
GRMZM2G171818
GRMZM2G171852
GRMZM2G172152
GRMZM2G172427
GRMZM2G172936
GRMZM2G173630
GRMZM2G173756
GRMZM2G174083
GRMZM2G174776
GRMZM2G174784
GRMZM2G174830
GRMZM2G174834
GRMZM2G175549
GRMZM2G175718
GRMZM2G175856
GRMZM2G176063
GRMZM2G176173
GRMZM2G176175
GRMZM2G176289
GRMZM2G176537
GRMZM2G176688
GRMZM2G177001
GRMZM2G177220
GRMZM2G178102
GRMZM2G178182
GRMZM2G178603
GRMZM2G178758
GRMZM2G178795
GRMZM2G179024
GRMZM2G179069
GRMZM2G179264
GRMZM2G179452
GRMZM2G180054
GRMZM2G180086
GRMZM2G180168
GRMZM2G180190
GRMZM2G180406
GRMZM2G180452
GRMZM2G180909
GRMZM2G180947
GRMZM2G181028
GRMZM2G181030
GRMZM2G300955
GRMZM2G301932
GRMZM2G301934
GRMZM2G303465
GRMZM2G305211
GRMZM2G307588
GRMZM2G309063
GRMZM2G310362
GRMZM2G311059
GRMZM2G311316
GRMZM2G312738
GRMZM2G312970
GRMZM2G313944
GRMZM2G317160
GRMZM2G317287
GRMZM2G318803
GRMZM2G320013
GRMZM2G320298
GRMZM2G321750
GRMZM2G324643
GRMZM2G325513
GRMZM2G325679
GRMZM2G327059
GRMZM2G327189
GRMZM2G328742
GRMZM2G329159
GRMZM2G333565
GRMZM2G336909
GRMZM2G338454
GRMZM2G339379
GRMZM2G339820
GRMZM2G342217
GRMZM2G342386
GRMZM2G343068
GRMZM2G348863
GRMZM2G351160
GRMZM2G351482
GRMZM2G351977
GRMZM2G352129
GRMZM2G352431
GRMZM2G353114
GRMZM2G355525
GRMZM2G357804
GRMZM2G357972
GRMZM2G359322
GRMZM2G359952
GRMZM2G360389
GRMZM2G360517
GRMZM2G360523
GRMZM2G361074
GRMZM2G361842
GRMZM2G362718
GRMZM2G363038
GRMZM2G363116
GRMZM2G365688
GRMZM2G366778
GRMZM2G366873
GRMZM2G368838
GRMZM2G370777
GRMZM2G372928
GRMZM2G373828
GRMZM2G373928
GRMZM2G375448
GRMZM2G376684
GRMZM2G377079
GRMZM2G378490
GRMZM2G378653
GRMZM2G379656
GRMZM2G380184
GRMZM2G380377
GRMZM2G381691
GRMZM2G382774
GRMZM2G384528
GRMZM2G385543
GRMZM2G386276
GRMZM2G387528
GRMZM2G388253
GRMZM2G389155
GRMZM2G391364
GRMZM2G391795
GRMZM2G394941
GRMZM2G394973
GRMZM2G395244
GRMZM2G396856
GRMZM2G398055
GRMZM2G398996
GRMZM2G400167
GRMZM2G401342
GRMZM2G401821
GRMZM2G401835
GRMZM2G402002
GRMZM2G402936
GRMZM2G403218
GRMZM2G405170
GRMZM2G405368
GRMZM2G406014
GRMZM2G407119
GRMZM2G407517
GRMZM2G408768
GRMZM2G409974
GRMZM2G412075
GRMZM2G414192
GRMZM2G414805
GRMZM2G415077
GRMZM2G416426
GRMZM2G416524
GRMZM2G416652
GRMZM2G416701
GRMZM2G416913
GRMZM2G417223
GRMZM2G418899
GRMZM2G419409
GRMZM2G420280
GRMZM2G421256
GRMZM2G423337
GRMZM2G423393
GRMZM2G423833
GRMZM2G424348
GRMZM2G425774
GRMZM2G428242
GRMZM2G429955
GRMZM2G431157
GRMZM2G432801
GRMZM2G434203
GRMZM2G434506
GRMZM2G435475
GRMZM2G437445
GRMZM2G438260
GRMZM2G440005
GRMZM2G440543
GRMZM2G440949
GRMZM2G441489
GRMZM2G444073
GRMZM2G444621
GRMZM2G445261
GRMZM2G445944
GRMZM2G449479
GRMZM2G449950
GRMZM2G450273
GRMZM2G451031
GRMZM2G458728
GRMZM2G459166
GRMZM2G459645
GRMZM2G460383
GRMZM2G460544
GRMZM2G462690
GRMZM2G463525
GRMZM2G465091
GRMZM2G466139
GRMZM2G466270
GRMZM2G466292
GRMZM2G469551
GRMZM2G470740
GRMZM2G471089
GRMZM2G471600
GRMZM2G472693
GRMZM2G473138
GRMZM2G473152
GRMZM2G473891
GRMZM2G474468
GRMZM2G474769
GRMZM2G477287
GRMZM2G478417
GRMZM2G478501
GRMZM2G478779
GRMZM2G479110
GRMZM2G479610
GRMZM2G479760
GRMZM2G480621
GRMZM2G582893
GRMZM2G700665
GRMZM5G844173
GRMZM5G845755
GRMZM5G861678
vgt1
